character,line
May,"Last week, we took her to that city. I can't help but remember what Lumley said. Wherever Skye goes..."
Coulson,Death follows.
Fitz,"Jemma... um... I know you feel that I could have been, uh... a bit more forthright..."
Simmons,"“Forthright.” Fitz, as understatements go, I think that qualifies as an instant classic. You lied to me."
Fitz,"Okay. So now we're even. Can you blame me, the way you were going on about Raina, that she's a-a-a plague to be eradicated? I..."
Simmons,Skye is my friend! She's different.
Fitz,"Oh, yeah. Like I was your friend, and then I changed. How did you handle that?"
Mack,"Uh, t-the point is, secrets don't help any of us. Skye should have just come clean."
Fitz,"What, and risk being locked up, studied, or who knows what else? No, I wouldn't let her."
Simmons,"Oh, you wouldn't let her."
Mack,We could have handled her in a way that would have kept everyone safe.
Morse,"It wasn't fair to us, Fitz. We had a right to know."
Fitz,A right to know. What... is that the same way that Sif and the Kree had a right to know?
Hunter,"I think this situation's a little bit different, mate."
Fitz,"No, you would have done to her exactly what they wanted to."
Simmons,You don't know that!
Fitz,"Yes, I do know that! They would... you would... you'd “handle her”! Mack just said it! Like, uh... like Skye's something to be locked away in a cage somewhere. We should be protecting her."
Mack,"No, Fitz! We're the ones that need protection from her."
Fitz,Skye.
Hunter,Let's talk.
Mack,"Hey, what's going on?"
Hunter,You and Bobbi... what's up?
Mack,I-I don't know what you're talking...
Hunter,"No, I know you're keeping something from me. I don't know what it is, but here's what I do know. I know about the flash drive. I know Coulson doesn't know about it, but I bet he'd like to. I know there's no support group."
Mack,"Hunter, listen. It's..."
Hunter,"No, Mack, don't. Who's backup? Bobbi mentioned it to you in the hallway. Who is backup?"
Mack,"Okay. Well, that's... Damn it."
