character,line
Cal,"Oh, come off it. This little act, it's so transparent. Now you're... you're going to help “your people,” protect them with your “visions?” How do we know that you're not just making this stuff up?"
Gordon,Everything she's seen has come true.
Cal,This power that she has... it lets her control you.
Raina,What do you think I'm trying to do?
Cal,"Oh, huh, I don't know. Create chaos?"
Raina,Why would I do that?
Cal,Because you thrive on it!
Gordon,Back off.
Jiaying,"Cal, please..."
Gordon,"What are you gonna do, Cal? Without that concoction that you take, you're nothing. What's in those vials, anyway? Muscle milk?"
Jiaying,"Enough! S.H.I.E.L.D. wants us to be afraid, to fracture. But we're all tied together, a history that goes back thousands of years. They will not take that away from us."
Skye,"No, you cannot go there. Listen, secrecy is what they value most."
Coulson,We can't ignore their existence. They're not ignoring ours.
Skye,Please!
Coulson,"Look, at the very least, we need to find out how many people we're dealing with, assess their powers, place them on the index. You know how this works. You're a S.H.I.E.L.D. agent."
Skye,"I-I don't know what I am anymore. Okay, just let Lincoln and I go first. They're probably worried about us. I'll talk to Jiaying, explain why you're coming, that you just want to help. She'll listen."
Coulson,How can you be sure?
Skye,Because she's my mother.
Morse,We're locking her up?
May,Don't tell me you empathize.
Morse,She was one of us.
May,"So was Grant Ward. Look, when she takes your face, then we can talk."
Morse,Hmm. Shouldn't do that without a spotter.
Mack,My spotter's always late.
Morse,Needed to practice my speech.
Mack,"Nothing you say is gonna change my mind, Barbara."
Morse,"Things could be different, you know. Sometimes, anarchy brings order."
Mack,My favorite idealist. You talk to Hunter yet?
Morse,"He still hasn't looked me in the eye. About three days after that, he'll be ready to talk."
Mack,You two are messed up.
Morse,Says the guy who put him in a choke hold. Though he's been pretty quick to forgive you.
Mack,"He's using me to piss you off. You know that, right?"
Morse,Hunter's always worn his heart on his sleeve. I don't know how to do that. Maybe something's wrong with me. I think I'm up.
May,I miss my plane.
Coulson,"Me, too. Though, if you think about it, mostly terrible stuff happened on that thing. I spoke to Skye. This woman she keeps talking about, Jiaying, it's her mother. I was expecting at least a raised eyebrow, but okay."
May,I'll tell the Council.
Coulson,"May, I thought now would be a good time to apologize to you, at length, as promised."
May,There's no need.
Coulson,Fury and I felt...
May,We don't owe each other anything.
Coulson,"Hey. That's not true. Look, if this is about what Skye said..."
May,It's not.
Coulson,Because it doesn't matter. I don't care what happened in Bahrain.
May,"Yes, you do. Or you wouldn't bring it up. That girl wasn't killed in the crossfire, Phil."
Coulson,Okay.
May,"It was her or everyone around us, and I made the call. I only told Andrew. Back then, our boundaries were clear. I was married to him, and I worked with you."
Coulson,Melinda...
May,"When you started carving into that wall, you asked me to watch you and put you down if you got out of control. I would never have shot you, but I should have stopped you."
Coulson,I never lost control.
May,Skye is living proof that you did.
Skye,You finish indexing Lincoln?
Simmons,"Yes. But, um, I actually went to get... well, I... I thought you might like this. Snagged it off the bus before it went down. Thought it might be something you... well, anyway, here you go."
Skye,Thank you.
Fitz,"Yeah, she, um... she shakes. But you're not doing anything. That's why it's funny."
Coulson,Time to go.
Skye,How did it go?
Lincoln,"The indexing? They just asked a lot of questions. But I'm sure you guys already have my blood from when I was out, right?"
Coulson,It's protocol.
Lincoln,HYDRA said the same thing.
Coulson,"I know you've been through a lot, but you can trust us. You'll see. So, how does this work? You just click your heels together and whisper, “there's no place like home?”"
Skye,"Sort of, actually. Gordon explained it. He can sense us. It's this thing called quantum entanglement, and, um... yeah, he'll... he'll find us. As long as we're nowhere near any of you guys."
Coulson,Okay. I'll see you tomorrow.
Skye,Okay.
Coulson,Okay.
Raina,"Gordon! Gordon! Thank god! I had another vision. S.H.I.E.L.D., they're coming."
Gordon,Here? What do you mean?
Raina,I saw Quinjets raining fire on us. Afterlife in flames.
Gordon,We have to warn Jiaying.
Raina,No. That's why it starts. She can't be the one who talks to them. Jiaying can't meet with S.H.I.E.L.D.
Gordon,"If it's not Jiaying, then who?"
Raina,"Well, maybe it should be me."
Jiaying,How's it coming along?
Woman,We're packing up the crates now. Is everything okay? Should we be worried?
Jiaying,Of course not. This is merely a precaution.
Woman,Okay.
Jiaying,Are you all right?
Skye,Yeah.
Jiaying,What happened?
Lincoln,A lot. But I'm okay.
Skye,A doctor at S.H.I.E.L.D. patched him up.
Jiaying,S.H.I.E.L.D.?
Skye,We need to talk.
Jiaying,Go to the recovery room. Have one of ours take a look at you. Come. Tell me everything.
