character,line
Skye,Just getting word from the lab. Fitz might have something we can use to neutralize Creel's power.
Hunter,Best news we've had all day.
Skye,Raina's tracker just popped. Creel's here.
May,"Trip, are you in position?"
Triplett,"Locked, loaded, and looking... Found him. He's got the package."
May,Looks like Creel is talking to the guy with his back to him.
Coulson,That's his Hydra contact. The deal's going down. Skye?
Skye,Running facial recognition now. Let's put a name to that face.
Coulson,"Let the exchange happen. Skye and Hunter, follow the new player. May, stay with Creel. Everyone copy?"
Skye,Copy that.
May,Copy.
Hunter,"Copy that, sir."
Triplett,"The package is still in place. Wonder why Creel hasn't made the exchange yet. Can we get a laser mike on him? Skye, you copy? Skye? Oh, hell no."
Creel,You're not listening. It's spreading all over. I can barely contain it.
Bakshi,Pass me the case and I'll help you.
Creel,"Help me, and I won't do to you what I did to the waitress."
Bakshi,"Calm down, Mr. Creel. Take a deep breath and clear your mind. Remember your training. Remember, compliance will be rewarded."
Creel,I'm happy to comply.
Bakshi,Good. Very good.
Woman,"Oh, my god!"
Hunter,Everybody out! Move!
Creel,"I'm not gonna sugarcoat it, pal. This is really gonna hurt."
Coulson,"“Scout's honor?” You were never a boy scout, were you?"
Soldier,Present! Huh! Order! Huh!
Coulson,Breaking into cars now?
Hunter,Following up on a promise. Thanks to you.
Coulson,"General Talbot's not the only one with friends, Though I am sorry about that $2 million you wanted. That I can't swing."
Hunter,"Oh, you knew about that, too, eh?"
Coulson,I'm the director of S.H.I.E.L.D.
Hunter,"Well, that's just marvelous. Talbot wants me dead. And now I have no funds to run with. Any tips?"
Coulson,Yeah. Don't run. Work for me instead.
Hunter,Creel must have hit you in the head. I shot three of your agents. Including Agent May.
Coulson,Not a smart move.
Hunter,She the type that holds a grudge?
Coulson,"Savors it, actually. No doubt, you've made some mistakes. So have I, like letting you go after Creel. But I felt for you."
Hunter,"Yeah, and I took advantage of that. How do you know I won't do it again?"
Coulson,"I don't, but the reality is I don't have a fleet of helicarriers or quinjets or thousands of agents at my disposal anymore. We're lucky we still have our George Foreman grill."
Hunter,You need warm bodies. Is that it?
Coulson,"I need skilled assets in the field who are willing to step over the line, to do the wrong thing but for the right reason. I need you because I can't be you. Not anymore."
Hunter,"Yeah, well, you're better off. Trust me."
Coulson,"Look, it's your choice. But good people... people I respect... vouched for you. I'd like to find out why."
Hunter,Hell if I know. But I'm curious.
Coulson,Good enough. Oh. I just need you to do one thing.
Hunter,"Oh, yeah?"
Coulson,Sell me out.
Fitz,"The sound waves disrupted the molecular, um... The molecular... the, um... Well, you should understand. You modified it."
Mack,"You know how some guys can play a tune by ear? Well, I need sheet music. The original one... you built this with this Agent Simmons I keep hearing about?"
Fitz,Yeah. What about Simmons?
Mack,"Oh, no, no. I heard that she was cool. Heard that you two were pretty tight."
Fitz,Yeah.
Mack,It's tough to lose a good partner. How you been holding up since she left?
Fitz,I'm okay.
Skye,"I'm glad he's talking to someone. I've got to admit, I'm having a tough time with it."
May,It's understandable. He's changed.
Skye,We all have. Even the director.
May,"Coulson has a lot on his plate, rebuilding S.H.I.E.L.D."
Skye,I wouldn't know. He's not exactly the sharing type these days.
May,"He has the world to worry about, not just us, not just the team."
Skye,"That's not it, May. I've been watching him for months, and I know he's keeping something from me, and it's not just because he's the director of S.H.I.E.L.D. I think something is wrong with him."
May,Skye...
Skye,"No, May, be honest. Is Coulson okay?"
May,Of course.
May,"What is wrong with you? You're director now, not some level 1 field agent."
Coulson,There are no levels anymore. I got rid of those.
May,You never should have gone into the field like that.
Coulson,You're welcome.
May,"It's not funny, Phil. I know you. And I know when you're overly stressed. It's been 18 days since your last episode."
May,18. Which means you're due for another one.
Coulson,Overdue. And I'm tired of fighting it.
May,So don't. That's why I'm here.
Cal,You did well.
Raina,Thank you. I...
Cal,Now... pick it up.
Raina,You... You want me...
Cal,I need to know. So do you. Pick it up.
Raina,It worked.
Cal,No. It let you live. There's a difference.
Raina,Show me. Please.
Cal,"Bring me my daughter, and I'll show the both of you."
Coulson,Glenn. Can I call you Glenn?
Talbot,No. Where's Hunter?
Coulson,"Watching “cake boss,” I believe. Sorry. I changed the terms of your deal."
Talbot,"Well, he kept up his end. You're here. Question is why?"
Coulson,"I felt bad for kidnapping you, so I brought you a peace offering. Carl Creel."
Talbot,I thought Creel was dead.
Coulson,"He's turned to stone, but he could always do that, so I'm not sure how long it'll hold. I've got him in a cryostasis chamber in the back of the van for 58 more minutes before the juice runs out. I'd get him someplace secure pretty quick. Maybe a little more secure than last time. Just saying."
Talbot,Very generous of you.
Coulson,"Like I told you before, general, we're the good guys. So, how about we make a deal? S.H.I.E.L.D. will keep dropping off presents like this, you keep getting promoted. All we ask for in return is a little breathing room. Sound good?"
Talbot,"You... You must have some big brass ones, Coulson. Coming out here by yourself to meet me... face-to-face, no backup. Let's face facts. You and your little band of misfits are hardly S.H.I.E.L.D. Our intel says you don't have enough manpower or artillery to take down a convenience store, so I'm sorry. I'm gonna have to say no to that deal."
Coulson,"I don't know. I think we're good on artillery. And in case you get any ideas, general... that's just the tip of the iceberg. Let's get out of here before the iceberg runs out of fuel."
