character,line
Fitz,"We're not discussing it, okay? You're taking it, end of story. I couldn't live if you didn't."
Simmons,"Well, I feel the same way. There has to be another way."
Fitz,You're taking it.
Simmons,Why? Why would you make me do this? You're my best friend in the world!
Fitz,"Yeah, and you're more than that, Jemma. I couldn't find the courage to tell you. So, please... let me show you. It's okay."
Simmons,No. No.
Fitz,"Jemma. Jemma. Jemma. Jemma, we have to hurry."
Simmons,No. No.
Fitz,"Take it, Jemma. Take it."
Simmons,No. Nooo!
Simmons,Help!
Fury,You're in decompression on a jet back to the mainland.
Simmons,They told us you were dead.
Fury,Good. We want word to get around on that.
Simmons,Fitz!
Fury,"Uh, easy. Easy. His heart's still beating... just barely. I have a full med team with him. But you have to remain in this chamber, okay? His brain was without oxygen for a long time, but you saved him."
Simmons,It was the other way around. How did you find us?
Fury,That makeshift beacon of yours... good thinking. Led us right to you. Lucky we were looking.
Simmons,You were looking?
Fury,For my man Coulson. I understand you're involved in a dispute I might want to weigh in on. Do you have anything that might lead me to him?
Skye,Looks like the back entrance to the factory floor is on the South side.
Coulson,Roger that.
Skye,I have to hit “snooze” on this every minute to keep that from blowing.
Zeller,"Look, I will die before talking, but there's nothing to tell. There's no way of controlling the soldiers unless there's an actual handler at the machine."
Skye,I'm not interested in that. I'm more interested in why you're willing to die for Hydra. Are you a true believer? Is Hydra the plucky little family you never had? Or are you here because of the Incentives program?
Ward,She's not gonna kill you. She had a chance to kill me before and couldn't do it. And she hates me... a lot.
Skye,"I feel sorry for you... betraying the only people who gave you a chance at being a decent human being. Fitz was a hero because he still wanted to give you that chance after everything. But some people are just born evil, I guess."
Ward,"Yeah. Yeah, maybe they are. I've learned things about you, Skye... history... things you'll want to know. You and I aren't that different."
Skye,"You're not the evil I was referring to. Garrett is evil. You're just... weak, doing anything you're told. I hope Garrett orders you to walk into traffic."
Ward,"You're right, Skye. You woke up a weakness inside me. And for the first time in a while, I wanted something for myself. Maybe I'll just take what I want... wake up something inside of you."
Skye,"I'm not afraid of you, Ward."
Ward,"Nah. You're not gonna kill us with the bomb. You'd go, too."
Skye,No. I have a weapon much better than a bomb that will absolutely destroy you.
Ward,And why's that?
Skye,"Because you slept with her, and she's really pissed off."
Skye,Let's talk about Incentives.
Zeller,What you...
Ward,You said our thing was no strings attached. Looks to me like the ice queen got her feelings hurt.
Man,"Hey-ho, friends! The enemy approaches."
Garrett,Check the perimeter.
Man,"Careful, now, or they'll win the day."
Coulson,"Hi, John."
Garrett,"Hi, Phil."
Coulson,"Well, that's new. Sir?"
Fury,"You don't have to call me “sir,” Coulson. Look at me. I'm dressed like I live under a bridge."
Coulson,What are you doing here?
Fury,"Well, Simmons turned me on to that old-timey tracker Fitz left on your bus. I went to great pains to make sure you didn't die the first time."
Coulson,"Well, now's probably not the best time, but... I'd like to have a lengthy conversation with you about that. It might get loud."
Fury,"And I owe you that. But right now, we owe Garrett a punch in the teeth, wouldn't you say? This... packs a pretty good punch."
Coulson,I know what it does.
Ward,Reminds me of the old days.
May,You were never on top.
Skye,We are running out of time. Tell the man what they have on you.
Garrett,"Fury. Well, hell... when was the last time anyone saw a tag-team wrestling match with four dead guys?"
Coulson,I only see one dead guy in here.
Garrett,"Oh, the power's all on this side of the room, fellas. Phil, I'm surprised you'd try and stop me. Of course, I don't blame you, Nick. You haven't seen the big picture, the big bang, the timeless frozen ocean, but Phil here has. We share a bond. We're blood brothers."
Fury,You didn't tell me he'd gone this crazy.
Coulson,He's really stepped it up a notch.
May,Aah!
Ward,"Aah! Aah! Wait, May!"
May,I think I've waited long enough for this.
Woman,Kyle?
Zeller,"Oh, baby. I'm so sorry what they did to you. What are you looking for?"
Skye,Our ace in the hole.
Garrett,"You remember that speech you used to give us, Nick, about how one man can accomplish anything once he realizes he can be something bigger? Well, now I am."
Fury,A part... a part of something bigger.
Garrett,Is that how it went?
Coulson,Not a great listener.
Fury,If you tell me this whole Hydra path thing you took is because you misheard my damn “one man” speech...
Garrett,I am the key to the future of the universe. I'm the origin of all things.
Fury,"You got it, right?"
Coulson,Totally. Loud and clear.
Zeller,"No, come on, please, I... Aww, man."
Skye,"Here. Okay, Ace, I need you to give me a message, okay? Something your father would know could only come from you. I need to prove I have you."
Zeller,It won't matter. I've already told you... there's no way to communicate with Deathlok from in here.
Skye,I don't need to. I've been communicating with him the whole time.
Coulson,"Fury was teaching us something you didn't want to hear, John, ‘cause you only think about yourself. That's the difference between your side and our side and why we're always gonna win."
Garrett,"What lesson, Phil? Please, enlighten me."
Garrett,"You can't do this, Mike. I order you to stand down! You must obey me! You need me to translate the words of creation. You don't want to do this, Mike. Tell him, Phil!"
Coulson,Mr. Peterson's free to do whatever he wants.
Mike,Raah!
Fury,You think he learned his lesson?
Coulson,He learned something.
Coulson,"Without regular injections, they're just men. Once doctors remove their cybernetic eyes, they'll be essentially back to normal."
Triplett,"Minus an eye, of course."
Coulson,You got a chance to express all your feelings?
May,Is he still breathing?
Coulson,Guess she kept some of it to herself.
May,He's having trouble speaking. I think I fractured his larynx.
Coulson,"Oh, good. Your attempt to cross off Fitz and Simmons failed, but Fitz may never be the same again. So I'm going to invent new ways to ruin the rest of your life. And we'll do whatever's necessary to get Hydra intel from you, but your torture... that's gonna be internal."
May,And a little bit external.
Coulson,"Sure. Some of that. But you devoted your entire life to a deranged narcissist who never gave a damn about anyone, and now he's dead. You've got the rest of your life to wrestle with the question... who are you without him?"
Skye,Why don't you go to him?
Mike,I don't want him to see what I've become.
Skye,He won't care about your burns.
Mike,That's not what I mean.
Skye,Coulson said to bring you in.
Mike,You can access my hardware and watch my every move. Go ahead. I'll only be making amends for my actions.
Skye,"Whatever you did, you did it for Ace."
Mike,"And what I do now? That'll be for him, too."
Garrett,"There's a reason why they say, “cut off the head.” Now I'll be unstop..."
Coulson,"Hey, guys! I found it! Told you it'd be in here."
Coulson,"Stupid, stupid, stupid, and cruel, and very stupid!"
Fury,I think you've made your point.
Coulson,"Why bring me back in the first place? Clearly, I didn't think it was the best idea. I warned you about people losing their minds."
Fury,Agent May was on top of the situation. She says you're fine. Aren't you? It was a “break glass in case of emergency” situation.
Coulson,"Yes, but that emergency was supposed to be the fall of an Avenger."
Fury,"Exactly. And I'm damn glad I did it, too. When you want to build something, you need a strong foundation. Now, you know how few people I trust, Coulson."
Coulson,You can count them on one hand.
Fury,And I'm not afraid to cut off fingers. The principle S.H.I.E.L.D. was founded upon was pure.
May,Protection.
Fury,"Protection... one word. Sometimes, to protect one man against himself... other times, to protect the planet against an alien invasion from another universe. It's a broad job description."
Coulson,No need to tell me.
Fury,"But the belief that drives us all is the same, whether it's one man or all mankind."
Coulson,That they're worth saving.
