character,line
Simmons,"It's not the first time he's saved us. When it looked like the end for Fitz and me, there was Enoch."
Deke,"Yeah, well, he sacrificed himself so that we could all go on. And we will. Just got to figure out why this thing isn't communicating with Fitz anymore."
Simmons,Maybe it never was.
Deke,But you said he was controlling the jumps.
Simmons,"I thought he was, but consider the logic. We followed wherever the Chronicoms went. They dictated time and place. The Zephyr could have been pre-programmed to follow."
Deke,But we took out the Chronicoms.
Simmons,And the Drive was damaged in the process. Every jump since then has been a malfunction.
Deke,"So, why wouldn't Fitz help us?"
Deke,Don't.
Simmons,Maybe it's too painful to remember. To want to remember.
Deke,Please don't even think that.
Simmons,I sent him messages that disappeared into the depths of space. No answer.
Deke,Fitz is out there. Whatever's happening right now is happening for a reason. We're gonna fix this and get back to him. Okay?
Simmons,Yeah. Okay.
Mack,"Find the location of the prisoners, then jump back."
Coulson,Copy.
Mack,"If you're not back in 30 minutes, we're coming in. And no hero business. Understood?"
Gordon,"Understood. I'm taking us into a section that's usually empty, so no one will see us."
Coulson,"Is there anything special you need me to do? Do we have to, like... hug or something?"
Gordon,"You're hilarious, but no. You guys might want to take a step back, though."
Coulson,I feel tingly.
Gordon,It goes away.
Coulson,"Actually, it's not unpleasant."
Gordon,"If we head this way, we can find where they're keeping them."
Nathaniel,Waiting is the hardest part. Take him to be prepped.
Coulson,You knew we were coming.
Nathaniel,"To this very spot. Well, if you want to get technical, I knew there was a 94% chance."
Coulson,Because you have the Time Stream.
Coulson,You don't know what you've gotten yourself into. Sibyl wants this planet for her Chronicoms.
Nathaniel,"Oh, you hear that, Durant? I think he's giving us the old good guy pitch, appealing to the “better angels of my nature.”"
Coulson,Ooh. Nice Abe Lincoln reference. Maybe I'm just helping you not die. Your father was co-opted by Sibyl. Look where that got him.
Nathaniel,"Um, my father was killed by your team. Or do you want to try to deny that? Didn't get me as choked up as I thought it would."
Coulson,Sounds like the apple fell far from the tree.
Nathaniel,"I have no use for my father's way of thinking. He trapped himself in Hydra, bound by its history, rules, hierarchy. No, thanks. Here's my pitch... goodbye to all that. Say hello to anarchy. You'd be surprised how tempting that is to some people."
Garrett,Buddy! There he is!
Coulson,You don't have to do this. He's just a kid.
Kora,We gave him a chance to join us.
Coulson,You must be Kora.
Kora,And you're Agent Coulson.
Garrett,"Oh, call him Phil. I've seen it all, bud... everything you did to me."
Coulson,I'm sorry... have we met?
Garrett,"Not yet, but I got a sneak peek at my future, and you play a big part in it. Here's a hint...you vaporize me with a space laser."
Coulson,Garrett. Clever... digging up our greatest hits.
Garrett,I'm not even mad. They let me watch you die a bunch of times. Made me feel better.
Coulson,"Oh, yeah? Which one was your favorite?"
Garrett,"Uh... Oh. Long-haired creepo, stabbed you with a pointy stick. That was funny."
Coulson,You haven't changed a bit. And I'm aware that statement makes no sense.
Nathaniel,"Here comes the good stuff, John. Hmm."
Sousa,Hey.
Daisy,Hey. Lookin' spry for an old guy. How's it feeling?
Sousa,Fantastic. I think I'm a fan of the 21st century.
Daisy,"Yeah, don't get your hopes up. We make a mean prosthetic, but, uh, fascism is back."
Sousa,You mean the thing I helped wipe out 10 years ago?
Daisy,Yeah. The past won't leave us alone.
Sousa,"Yeah, Mack caught me up. You know, you said her name to me when, uh... Malick was doing a number on you. Jiaying."
Daisy,"Hydra did the same thing to her. They cut her up, they took her power... in my past and in her future. She can heal herself, live... a long time."
Sousa,Malick thought that's what I could do. He's after the real thing now.
Daisy,Did Mack say anything about what happened with her and I?
Daisy,"Yeah, well, things got really bad, and it... It's a long story. But it came to an end."
Sousa,Maybe now's your chance to experience what she was like before that. You should talk to her.
Daisy,"No, I shouldn't. She... She can't know who I am."
Sousa,Why not?
Daisy,Because of the timeline...
Sousa,The timeline is screwed. Pardon my French. And look who you're talking to... a guy who served under “I Like Ike” and was supposed to be dead by now.
Daisy,Ike?
Sousa,Y... Point is...you got a rare opportunity here. I got a list of people long gone by now I'd... I'd do anything to have one last stolen moment with. Regardless of what space-time has to say about it.
Daisy,I don't know.
Sousa,"I'll be your chaperone. How about that? You need me to bail you out, I'll be right there."
Daisy,"You really are a square, aren't you?"
Sousa,"Harsh, but... yes."
Elena,"Coulson, come in. Coulson!"
Mack,Something's wrong. They should be back by now.
Elena,"My turn, then. I'll go in and take a look around."
Mack,No. It should be me. You stay put.
Elena,I'll zip in and out. They'll never see me coming.
Mack,Unless they do.
Elena,Mack.
Mack,"If they caught Gordon, who knows what we're walking into. Just stand by for my signal. As soon as I find Coulson, I'll call for you."
Elena,I'll be ready.
Coulson,This isn't anarchy. This is evil.
Kora,"Justice isn't always pretty, Agent Coulson. You know, a man who's died and killed as much as you should understand that by now."
Garrett,"Speaking of pretty, I get to keep the old baby blues, right?"
Nathaniel,"Good question. You know, I'm not... really sure."
Garrett,"What? Whoa. No, no, no, no, no. Time out, man! That is not what I signed up for!"
Coulson,"Kora, please."
Nathaniel,Gordon helped Jiaying keep Kora prisoner.
Garrett,"Uh, dude, come on. I don't feel so hot. Uh, unplug me, man. I changed my mind! Yoo-hoooo!"
Nathaniel,You see? Everything worked out. Huh? Pun intended.
Coulson,"You don't know what you're doing, giving that man that power."
Kora,It was written in the stars.
Garrett,"I wanted out, and I was out. I disappeared, reappeared. There should be a word for that."
Coulson,You teleported.
Garrett,"I like that! Yeah. Thanks, Phil."
Nathaniel,"Alright, you think with enough practice, you could take me with you, you could go where I tell you to?"
Garrett,Bet your bottom dollar.
Nathaniel,Good. We have our target out there. Let's go find her.
Garrett,"Hang on. Is that... Oh, yep! Here it comes. Cleared for takeoff, bud."
Jiaying,Tell me there's news.
Sousa,I'm sorry. Nothing yet.
Jiaying,I knew this was a mistake. I never should've agreed to this plan.
Daisy,You can trust us.
Jiaying,Trust you? I don't know anything about you. And no one will tell me anything.
Daisy,"We just want to help. Afterlife is important to us, too."
Jiaying,You don't know the first thing about it.
Sousa,She's been there.
Jiaying,"Before your friends showed up, we'd never had an outsider find us."
Sousa,She's no outsider. Go on. Show her.
Jiaying,Vibrations. Where did you learn that?
Daisy,"From you. At Afterlife. In 30 years. We're from the future, and I know how that sounds, but it's... it's the truth."
Jiaying,"I, um... I had a feeling I... I knew you. There's something...so familiar. Your gift... it's a lot like... Nathaniel took that from you."
Daisy,It almost killed me.
Jiaying,"It's knowledge of the future that led him to us, that he used to warp Kora's mind and turn her against me."
Daisy,Were you close with her?
Jiaying,"Inseparable. She clung to my leg for the first three years. Shy, sweet girl."
Daisy,What changed?
Jiaying,"Terrigenesis. I thought she was ready, but... Kora lost control. There were accidents. The more I tried to help, the more she pulled away."
Daisy,That must be hard. Being so close to someone and not being able to reach them.
Jiaying,The others... they wanted her gone. But they don't see what I do. Kora has a... a good heart. She's worth saving.
Daisy,"Well, she's lucky to have you."
Jiaying,"My power has allowed me to live a long life. I used to think it was my greatest gift, but I was wrong. It was her. Um... sorry. Did I say something?"
