character,line
Daisy,Think of a fake word and just say it out loud. Anything.
Daisy,"Yeah, this isn't the first time we did that."
Simmons,"Okay. Let's go, before I change my mind."
Simmons,Only I can enter authorization to remove it. Okay. Here we go. Let's try that again.
Daisy,Are you okay?
Simmons,I can't bre... I...
Daisy,S-Simmons. Simmons!
Deke,I'm going in there! How did these doors become locked?
Daisy,"Simmons, open the door! Simmons, open the door!"
Deke,Open the door!
Daisy,Simmons...
Simmons,"Okay. Let's go, before I change my mind."
Daisy,"But this time, I'll be going in there with you."
Simmons,This time?
Coulson,"So if whatever went wrong with that thing last time happens again, she can get you away from it."
Daisy,"Okay, talk me through this."
Simmons,Um... never actually done this before.
Daisy,"Cool. Cool, cool, cool. It's gas. It's gas."
Deke,I'm going in there! Open the door!
Coulson,Open it!
Enoch,How did these doors become locked?
Deke,Open the door!
Coulson,Open it!
Enoch,They're dead.
Coulson,What a pain in the ass.
Enoch,"This does not appear to be a naturally occurring leak. The cut is too neat and precise, as though it was made with a knife. This was no accident. It was deliberate. Almost as if it was..."
Coulson,Murder. Yeah. We get it.
Sousa,Hey. What are you doing up?
Daisy,Did we jump again?
Deke,I'd say we're about 48 kilometers away from the vortex.
Mack,Aah!
Daisy,Mack!
Mack,I'm sure it looks worse than it is.
Daisy,You're literally blind. Is that supposed to...
Daisy,Huh.
Daisy,"Wait. I died?! ""Again?”"
Coulson,"I know this is upsetting for you, but I really just want to get back to the part where we're solving this again. Not to minimize your pain."
Daisy,Fair.
Coulson,You didn't happen to catch how close we are to the vortex this time around?
Daisy,"I think Deke said it was, like, 41 kilometers."
Coulson,We're running out of time. And someone here is willing to kill.
Daisy,"Just to keep us from unblocking Simmons' memory. I mean, I'd ask who, but it's hard to ignore the super-obvious suspects."
Simmons,"So, you know about the implant?"
Deke,Wait. What?! Did I tell you about it? Please say that wasn't me.
Daisy,The how doesn't matter. What matters is that you guys are protecting a secret and someone tried to kill for it.
Simmons,And you think it was one of us?
Coulson,"To be fair, you were the one killed, so that makes you less of a suspect."
Deke,Hang on. You think it was one of us?
Enoch,"Yes, we want to protect Leopold Fitz, but killing seems rather shortsighted and counterproductive."
Deke,"If we get pulled into the vortex, we die, too."
Coulson,"We know it doesn't make logical sense, but someone did it."
Simmons,"I just don't think they'd resort to such drastic measures. I mean, it doesn't make sense."
Coulson,Okay. I could look for answers elsewhere.
Daisy,We'll work on the Time Drive.
Simmons,"That means removing the implant, doesn't it? I'll get the instruments. Get it over with before I change my mind."
Mack,I'm having a hard time believing that one of us would kill the others.
