character,line
Radcliffe,"Well, theoretically, could be used to manipulate matter states, transfer dimensional energy, but practically, it's light-years beyond me. We will, of course, keep working."
Mace,"We know, Doctor."
May,The people who constructed these boxes used this. A book.
Mace,"Great. Comes with an instruction manual and everything. Well, please, get back to work. If you'll excuse me, we've had some casualties, and I need to inform their families."
Radcliffe,Help me out here. A manual?
May,"Uh, you... What's your name?"
Nathanson,"Nathanson, ma'am. What can I do?"
May,"Get lost, Nathanson. I don't know what it is. It's supposed to have answers. I don't know. But it worried Coulson in a way I've rarely seen."
Radcliffe,Very well. Let's see what you are. What the hell is that?
May,Y-you have to read it. You're the only one who can understand the science.
Radcliffe,"No, there has to be another way."
May,"There isn't. If you won't read it, I will."
Radcliffe,"Listen, if I had ten years, maybe I could understand it, but... it's too much for a human mind to bear."
May,You want to tell that to Simmons? I don't.
Simmons,"Listen to that. The heartbeat, and it's fast, 130 BPM. He's nervous. Lower the lights. Clear the room."
Doctor,What? We can't do that.
Simmons,"You will do that, because, despite the lack of respect I've been shown today, I assume I was brought here because your bosses value my expertise. So impress them by keeping me happy. Everyone out... now."
Simmons,"Hi. I'm Jemma Simmons. I'm from S.H.I.E.L.D. And I'm here to help you. I know this is all frightening, but I have friends who have also gone through this. But it's okay. I'm here, and we'll get through this together."
Mack,I'd like a word.
Radcliffe,"May. May, this is lunacy. If the Internet is a garden hose, this book is Niagara Falls, blasting the universe's deepest thoughts through your eyeballs."
May,"It's a piece of technology, a tool."
Radcliffe,"So's a grenade, until it's in the hands of a child. You can't handle it. You'll hurt yourself."
AIDA,Perhaps I could read the book.
Radcliffe,"Absolutely not. No, no."
May,What's going on?
Radcliffe,Aspirations of a do-gooder.
May,"So? She's a scientist and braver than you, apparently."
Radcliffe,"Here's the thing, AIDA's not exactly my assistant. Or human."
May,What?
Radcliffe,"She's an android. So she is my assistant, but she plugs into the wall. So it's like you say, she's a tool. No offense, AIDA."
AIDA,"None taken. I was designed to save lives, to be the shield."
Radcliffe,"Shush! You're developing a catchphrase. May, I can assure you she's as aboveboard as a... secret android could be. Fitz-Simmons helped."
May,Then use her.
Radcliffe,What? But... do you think that's a good idea?
May,You said I can get hurt. Can she?
AIDA,Only rebooted.
Radcliffe,If her files get corrupted. She's a computer.
May,Perfect. Then it's just a download. She's the tech we need to save them.
Daisy,"Well, this looks like the place."
Mack,"It's not ideal, but Mack, he has a lot of pain. He lost hope. I could survive off his pain for years. I know where you're being dragged down to. I've escaped it before."
Daisy,Mack... You need to come with me.
Mack,I'm never going back.
Robbie,"Please be careful with my baby. No, no. No, no."
Daisy,It heals itself. Scientifically impossible self-healing car.
Robbie,That only works when I'm the Rider.
Robbie,"Come on, you're gonna let that stop you? Daisy, we have to catch him, okay? Mack can't control that thing."
Daisy,This isn't over.
Robbie,Attagirl. That's more like it.
Daisy,"Move, move. Damn it!"
Robbie,"I'm running out of time. The Chinatown guys have a warehouse not far from here. Just go left, Daisy. Daisy, go left! Turn left! Turn left!"
Daisy,Robbie?
Robbie,"Oh, I love this car. Now go! Go!"
Coulson,I think you were right about us being pulled to the other side. The darkness is closing in around us.
Fitz,Why did he stop reading the book?
May,You have to read it.
Coulson,Because he's smart. That book is too dangerous to use. It should be locked up or burnt.
Fitz,"Oh, come on! That's defeatist."
Coulson,Excuse me?
Fitz,"It's surrender. It's a death sentence. I'm not gonna do it to Simmons. Science can solve this. Science can solve this. Human mind. Oh, I am so thick. AIDA. AIDA, read the book."
Coulson,What are you doing?
Fitz,"She can process it better than anyone. AIDA. Listen to me. Listen to me. Just understand what I'm saying, please. They can't hear me. Maybe you can."
Coulson,"Fitz, Radcliffe just said it himself. The human brain can't handle that book."
Fitz,"Yeah, well, she's not human. AIDA, the book. Read the book. Read the book!"
AIDA,Perhaps I could read the book.
Coulson,Huh. I'm sorry. What did you mean... “not human?”
Fitz,"Because Radcliffe and I built her, okay? Her mind can't be corrupted because it's just programming. She's a perfect fit."
Coulson,She's a robot?
Fitz,"An android. She can handle a quadrillion functions per second, and she can get us home."
Coulson,"Fitz, that was not your call to make."
Fitz,"Absolutely, it is. Whose is it? It's not yours. You're not the director anymore. I have just as much say in this as you do."
Coulson,What are you so angry about?
Fitz,"Because you used to make decisions like that all the time, and then you stepped down."
Coulson,I did what was best for S.H.I.E.L.D.
Fitz,"Everybody is trying to do their best to prevent another tragedy... like Lincoln. For you and Daisy, that meant throwing in the towel, but we built AIDA to protect agents like him."
Coulson,I didn't throw in the towel. I ran an illegal spy agency using powered operatives on American soil. Do you think the President loved that about me? I had to step down so that you could all continue in S.H.I.E.L.D.
Fitz,"You handed it over to a director who betrayed Simmons! He sent her off, God knows where! We were having an argument. Now she's out there, alone, and I'm gone."
Coulson,Listen to me. He would never hurt her. Everything's gonna be all right. We're gonna make sure of that.
Fitz,"All right, well, I need you in this fight, 'cause I got to get back to her."
Coulson,I'm in this fight.
Fitz,I hope I've done the right thing.
Fitz,The pages are blank.
Coulson,Not to her.
Simmons,Okay.
Vijay,"Thank you. Thank you. It's nice to meet you, Jemma Simmons."
Simmons,"Yeah, of course. What's your name? Aah! Aah!"
Vijay,Jemma. Jemma!
Doctor,"Thank you, Doctor. I think we're finished here."
Vijay,Jemma.
Robbie,On your left. Fair enough. I can't help you. Have fun.
Man,Please. I already told you where he is. What else do you want from me?
Mack,I want you to pay... with your life.
Robbie,Hey! Mack.
Mack,No. You're smarter than that.
Robbie,You.
Mack,"I've been a voice in your head all these years. Now, finally, we get to speak face-to-face."
Robbie,I've wanted you gone. But our work isn't done. Eli is out there. We need to stop him.
Mack,“We?” There is no we. Your time is over.
Man,"No, no, no. Please, don't kill me!"
Mack,Stay.
Robbie,We had a deal. You still owe me vengeance.
Mack,Your neighborhood is soaked in the blood I spilled for you.
