character,line
Talbot,"Just go to sleep. Shh, shh, shh. That's it. Shh, shh, shh. Just go to sleep. Shh. Go to sleep. You're coming with me."
Robin,I know.
Daisy,"Our scans show a number of mechs outside the facility. Take them out, secure the perimeter. Only Agent May, Hale, and I will be going in, and if this goes sideways, be ready to evac. Now gear up."
Hale,Coulson taught you well.
Daisy,Just never gave up on me.
Hale,Promise me you won't hurt Ruby.
Daisy,"Not unless I have to. It isn't her fault she is the way she is. She's driven. She's a great fighter. And with the right guidance, she could make a really good agent."
Hale,S.H.I.E.L.D. agent. You're not serious.
Daisy,We're about to need all the help we can get.
Hale,Tell me what I can do.
Daisy,"If we are too late, you will need to talk her down. We can't let things get out of hand."
Hale,Of course. I just want Ruby to be okay.
May,You ladies about finished?
Simmons,You okay? It hurts? It's okay.
Von Stucker,A plane just landed.
Ruby,My mother?
Von Strucker,S.H.I.E.L.D. I sent the mechs to engage. That'll buy us a little time.
Ruby,"All right, where should I start? An arm? Maybe a leg?"
Fitz,"No, don't, don't. We're finished, okay?"
Von Strucker,It's ready.
Ruby,Yes.
Ruby,What?
Fitz,"Hey, we did as you asked. We fixed the chamber."
Ruby,But?
Simmons,"In our experience, Gravitonium is not easy to manipulate. And we can't move it into the machine."
Fitz,Wait. Hold on. That's... That's out of our control.
Simmons,"Yeah, Gravitonium is unpredictable. There's still so much that we don't know."
Fitz,"Hey, please. Please. You can't do this."
Ruby,I'm done having people tell me what I can do.
Ruby,You were saying?
Fitz,"Jemma, did you see that?"
Simmons,That's different.
Coulson,"It's not a bird, it's a plane."
Mack,"Oh, give me a break. It looks nothing like the Zephyr."
Deke,You guys arguing over drawings? Welcome to my entire childhood.
Mack,"Look, we're wasting our time. Why don't we just ask her what these crayon doodles mean?"
Coulson,"You can go down there, but ask Deke. Robin's a seer, not really a teller. Hey. What's with Robin's floor? Is that paused?"
Coulson,Polly? She's breathing.
Deke,Where's Robin?
Coulson,We've been breached. Someone must have infiltrated the Lighthouse.
Mack,He took her. Talbot took Robin.
Coulson,No. He wouldn't.
Mack,"Earlier, I saw him. He... He was messing with the feeds. And he mumbled something. Said... Said he was happy to comply."
Coulson,HYDRA had him for six months. How could I have missed it? We have to find him.
Deke,I'll stay with her.
Von Strucker,You did it.
Ruby,We did it.
Von Strucker,Ruby!
Ruby,Get me out!
Von Strucker,"Ruby! No! No, Ruby!"
Hale,Ruby!
Von Strucker,Ruby! What did you do?! You're killing her!
Simmons,"No, this isn't us! We tried to warn her!"
Von Strucker,You sabotaged the chamber!
Hale,"No, it's not the machine! Shut it down!"
Hale,Are we too late?
Fitz,I don't know. She only took in 8% of the Gravitonium.
Hale,Ruby!
Von Strucker,"It's okay. Hey, hey."
Ruby,"Oh, they're screaming! They're fighting."
Von Strucker,I've got you.
Ruby,Help me.
Von Strucker,I'm not going anywhere.
Ruby,"I didn't mean to. Oh, God."
Hall,Get out!
Ruby,No! No! Get out of me! Please make them stop!
Fitz,Make... Make... Make who stop?
Ruby,All of them! Just please... please put me back in the machine! Get it out of me!
Simmons,We can't. It only works one way.
Ruby,You lie! You always do this!
Simmons,Please!
Hale,"Ruby, put them down."
Ruby,Experimentation without consequence.
Hale,It's Mom. Look at me!
Ruby,Mum. There's something really wrong.
Hale,"I know. We're trying to figure it out. Just stay strong, sweetie. Don't panic, just try not to panic, okay?"
May,They can't be here. I'll get them past any mechs.
Daisy,Come back. I'll need you.
May,Okay.
Hale,It's okay.
Ruby,No. N-o-o-o-o!
Coulson,"Talbot, stop."
Mack,Drop it!
Talbot,You drop it! Stand down!
Coulson,"Everybody calm down. Glenn, look at me. Why are you trying to get into the hangar? What are you doing?"
Talbot,A soldier never questions his orders. Soldier always completes his mission.
Coulson,This isn't a mission. This is Hale. She got into your head. She brainwashed you.
